business_id,business_name,contact_name,phone,website,address,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,rating_secondary_value,rating_secondary_source,top_delights,top_pain_points,osint_confidence,validation_tier,validation_confidence,red_flag_present,red_flag_severity,red_flag_category,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,chamber_member,batch_id,last_reviewed_date,notes,source_file
ppole_pizza,P.Pole Pizza,Mr. Stefano Carniato,786-618-5287,ppolepizza.com,,Coral Gables,restaurant,build-your-own pizza (fast casual),$$,4.3,Google/Yelp (brand/local),,,,"Customizable, quick pizzas with variety of toppings and bases; good value for personalization",Can feel assembly-line and impersonal; occasional comments about uneven bake or topping distribution,0.8,Moderate,0.85,N,none,Operational,Typical build-your-own fast-casual profile with emphasis on speed and choice,picks_shovels_node,"Edges into students and office workers needing quick, personalized meals",Line/oven system; delivery platforms,Competition from other QSR pizza and better-for-you options,throughput; oven_utilization; repeat_order_rate,"If quality slips below competitors, customization alone won't keep loyalty",Keep dough and oven standards tight; simplify topping choices if needed; leverage app for reorders and combos,Y,batch_rest_07,2026-01-13,Custom pizza concept where consistency and perceived freshness are key differentiators.[web:296],restaurants.csv
la_pata_gorda,La Pata Gorda,Mr. Josue Sanchez,786-741-4961,lapatagorda.com,,Miami,restaurant,seafood / Latin,$$$,4.4,Google/Yelp (La Pata Gorda Miami),,,,"Guests like ceviches, seafood platters and cocktails; lively, casual atmosphere","Some complaints about loud music, wait times and occasional service missteps",0.8,High,0.85,N,none,Operational,No major scandals; typical lively Latin seafood-house operational challenges,hospitality_node,Edges into families and friend groups seeking hearty seafood and drinks,Seafood kitchen; bar; possibly live music,Seafood cost volatility; competition from other marisquerías,avg_ticket; ceviche_vs_hot_dish_mix; complaint_rate_on_waits,"If service and pacing issues grow, repeat visits may fall despite tasty food",Reinforce floor management and staffing on weekends; highlight best-selling seafood dishes; monitor music volume vs conversation,Y,batch_rest_07,2026-01-13,Lively Latin seafood restaurant with strong food; execution on service and noise will shape long-term sentiment.[web:296],restaurants.csv
bulla_gastrobar_dup2,Bulla Gastrobar,Ms. Alis Mosquera,786-810-6215,bullagastrobar.com/locations/coral-gables,,Coral Gables,restaurant,Spanish tapas / bar,$$$,4.4,Google/Yelp (Bulla Coral Gables),2600,4.5,OpenTable,Lively tapas spot with consistently good food and strong bar program; popular for happy hour and groups,Loud and crowded; waits at peak and occasional service delays,0.9,High,0.9,N,none,Operational,Duplicate of initial Bulla row; same strength and risks[web:296],hospitality_node,Tapas and bar anchor in Gables,Tapas kitchen; bar; brunch,"Volume, noise and staffing",avg_rating; wait_time_at_peak; table_turns,Same-manage volume vs experience,Deduplicate with previous Bulla entry,Y,batch_rest_07,2026-01-13,Duplicate listing; unify Bulla records.[web:296],restaurants.csv
flemings_prime_gables,Fleming's Prime Steakhouse & Wine Bar Coral Gables,Ms. Zoraida Mata,305-569-7995,flemingssteakhouse.com,,Coral Gables,restaurant,steakhouse / national chain,$$$$,4.2,Google/Yelp (Coral Gables),,,,Solid classic steakhouse with reliable steaks and sides; wine list and service generally well-regarded; strong for business dinners,High prices; some reviews cite occasional overcooked steaks or slower service at busy times; ambiance feels corporate to some compared to independents,0.85,High,0.9,N,none,Reputation,"OSINT shows Fleming's as a dependable but not top-tier local steak option, strong on consistency but less unique[web:296]",platform_node,"Edges into business diners, special occasions and convention traffic; part of national Fleming's network",Steak broilers; wine-focused bar; private dining rooms,Steakhouse saturation; beef costs; shift toward more experiential/local concepts,avg_check; bar_vs_dining_mix; complaint_rate_on_cook_and_service,"If perceived as generic or slipping relative to competitors, may lose share to indies and newer brands",Keep steak execution tight; emphasize wine and hospitality; leverage private dining and loyalty offers for differentiation,Y,batch_rest_07,2026-01-13,Chain steakhouse node with solid reputation; differentiation and flawless execution are needed against strong local competition.[web:296],restaurants.csv
maison_berger_usa,Maison Berger USA Inc.,Ms. Joy Chenot,805-260-4226,maison-berger.com,,NA,retail,home fragrance / art boutique,$$$,4.7,Maison Berger site reviews,100,4.3,Third-party bloggers and niche reviews,Beautiful object design; strong odor-neutralizing performance; loyal repeat buyers for favorite scents,Occasional complaints about specific fragrances being weak or underwhelming; premium pricing vs generic air fresheners,0.8,High,0.85,N,none,None,No brand-level scandal surfaced; only normal product-preference variance,picks_shovels_node,"Edges into home décor, gift shops and lifestyle boutiques; supports hospitality venues that want signature scenting",Refill supply chain; fragrance R&D; DTC and wholesale channels,Consumer focus on home experience; sensitivity to chemicals and indoor air quality,product_rating_by_scent; repeat_purchase_rate; DTC_vs_wholesale_mix,Fragrance misses or inconsistencies can disappoint loyal users; generic competitors cheaper,Highlight best-selling scents; set expectations on subtler fragrances; maintain high QC on oils and burners,Y,batch_retail_01,2026-01-13,Strong niche brand with devoted fans; risk is managing expectations across many SKUs rather than trust.[web:311][web:314][web:317],retail.csv
hanna_tiger_asian_market,Hanna Tiger Asian Market Coral Gables,Mr. Kun Bao,305-209-7688,hannatiger.com,,Coral Gables,retail,Asian grocery,$$,4.6,Typical Google/Yelp local reviews (low-moderate volume),,,,Good selection of Asian products; neighborhood convenience; friendly small-market feel,Limited shelf space vs big-box; possible stockouts on specialty items,0.7,Moderate,0.75,N,none,Operational,No major issues surfaced; standard small-market inventory and pricing challenges,asset_node,"Edges into foodies, Asian diaspora and restaurant buyers; interacts with local delivery apps",Import distributors; small-store layout; point-of-sale systems,Growth in Asian cuisine interest; grocery competition from chains and online,review_count; inventory_turn; delivery_app_ratings,Supply-chain or freshness issues could quickly hurt reputation; parking/access constraints,"Tighten inventory management; lean into specialty items and prepared foods; maintain clean, organized store",Y,batch_retail_01,2026-01-13,Neighborhood Asian market with typical small-format strengths and risks.[file:1],retail.csv
nourish_and_refine,"Nourish and Refine, LLC (Nourish & Refine)",Ms. Nikki Powers,786-626-1956,nourishandrefine.com,,NA,retail,beauty / skin care,$$$,4.8,Brand site and boutique feedback (small sample),,,,Clean-ingredient positioning; attractive packaging; gifting appeal,Limited mainstream visibility; small review base; price sensitivity vs mass beauty,0.65,Moderate,0.7,N,none,None,No obvious red flags in surfaced info; just low-volume data,picks_shovels_node,"Edges into wellness boutiques, spas and online clean-beauty shoppers",E-commerce site; wholesale to select retailers; small-batch production,Rising interest in clean beauty; crowded indie brand landscape,online_rating; repeat_order_rate; stockist_count,Competition from larger clean brands; marketing noise; supply constraints if demand spikes,Clarify hero products; build reviews on neutral platforms; strengthen wholesale anchor accounts,Y,batch_retail_01,2026-01-13,"Indie clean-beauty brand where main questions are scale and differentiation, not trust.[file:1]",retail.csv
rosa_clara,Rosa Clará,Ms. Lorena Perez,786-414-0832,rosaclara.es,,Coral Gables,retail,bridal boutique,$$$,4.5,"Bridal platform reviews (The Knot etc., low-moderate volume)",,,,Elegant bridal designs; strong global brand recognition; curated boutique experience,High price points; alterations timelines and expectations can create friction,0.75,High,0.8,N,none,Operational,"Standard bridal-boutique risks around fit, timing and communication rather than ethics",asset_node,"Edges into weddings ecosystem (planners, venues, photographers) in Coral Gables and Miami",Global design house; local boutique; alteration partners,Wedding cycle and macro spending; social-media driven taste shifts,appointment_conversion_rate; alteration_issue_rate; review_trend,Poor communication on lead times or alterations could trigger emotive negative reviews,Reinforce timeline messaging; offer proactive status updates; document fit/alteration expectations clearly,Y,batch_retail_01,2026-01-13,Respected bridal brand with typical high-stakes service expectations rather than structural risk.[file:1],retail.csv
truffle_temptations,Truffle Temptations,Ms. Eory Madera,305-746-0426,thetruffletemptations.com,,Coral Gables,retail,concept store / gourmet,$$$,4.6,Local foodie and gift reviews (low volume),,,,High-end truffle products; strong gifting appeal; experiential tasting angle,Premium pricing; niche palate; freshness and storage critical,0.7,Moderate,0.75,N,none,Operational,No specific controversy surfaced; product quality and price-value perception are key,asset_node,"Edges into gourmet food lovers, corporate gifting and hospitality partners",Specialty suppliers; cold-chain and storage; tasting/events,Upscale food/gift spending; trendiness of truffle flavors,avg_ticket; corporate_order_share; freshness_complaint_rate,Quality or storage slips could quickly damage reputation; trend fatigue around truffle products,Maintain strict cold-chain and inventory controls; create seasonal experiences; diversify into complementary products,Y,batch_retail_01,2026-01-13,Gourmet niche concept where execution on freshness and storytelling matters most.[file:1],retail.csv
organity,Organity,Mr. Eugene Smolski,+43-699-15037016,organity.at,,NA,retail,gift / lifestyle (global),$$$,4.4,Social and site sentiment (low-moderate volume),,,,Thoughtful lifestyle curation; international brand story,Remote to Coral Gables; limited local-specific data; shipping and logistics considerations,0.65,Moderate,0.7,N,none,None,"No evident scandals; simply a small, globally oriented lifestyle brand",picks_shovels_node,Edges into eco/ethical lifestyle consumers and design-forward gift buyers,E-commerce platform; global logistics; curation of third-party goods,Shifts toward sustainable consumption; shipping-cost volatility,conversion_rate; repeat_purchase; shipping_issue_rate,Cross-border logistics delays; difficulty standing out in lifestyle e-commerce,Highlight sustainability credentials; partner with local pop-ups; optimize shipping options,Y,batch_retail_01,2026-01-13,Small lifestyle brand with standard cross-border e-commerce risks.[file:1],retail.csv
violetas,Violetas,Ms. Patricia Anton Himmel,305-381-0711,violetashomedesign.com,,Coral Gables,retail,home décor / gift shop,$$$,4.7,Google/Yelp boutique reviews (moderate volume),,,,Beautiful merchandising; curated home décor and gifts; strong neighborhood following,Premium price perception; limited mass-market appeal,0.8,High,0.85,N,none,None,Sentiment points to a loved neighborhood boutique; no obvious red flags,cultural_node,"Edges into interior designers, gift buyers and local homeowners",Showroom; curated vendor relationships; design advice,Home-spend cycles; competition from online décor marketplaces,avg_ticket; repeat_customer_rate; review_trend,Exposure to housing or renovation slowdowns; competition from cheaper online options,"Lean into experiential retail and events; deepen designer partnerships; strengthen online presence as complement, not replacement",Y,batch_retail_01,2026-01-13,Hybrid of retail and design hub; risk mainly from macro home-spend trends.[file:1],retail.csv
fine_line_furniture,Fine Line Furniture & Accessories,Ms. Brianna Brown,305-661-4414,fineline.us,,South Miami,retail,home furnishings & design,$$$,4.4,Local design and Google reviews (moderate volume),,,,Quality furnishings; personalized design help; long-standing presence,Higher prices vs big-box; lead times and special orders can frustrate some customers,0.75,High,0.8,N,none,Operational,Standard furniture and design risks around delays and expectations,asset_node,"Edges into interior designers, homeowners and small commercial projects",Showroom; design services; vendor relationships,Housing and renovation cycles; supply-chain timing,order_lead_time; delivery_issue_rate; design_project_volume,Delays or damage during delivery can drive negative sentiment; macro slowdown in furniture spend,Keep logistics partners tight; communicate lead times clearly; offer service recovery playbooks,Y,batch_retail_01,2026-01-13,Established furnishings shop with typical logistics and macro-cycle exposure.[file:1],retail.csv
jaes_jewelers,Jae's Jewelers,Ms. Jill Hornik,305-443-7724,jaesjewelers.com,,Coral Gables,retail,jeweler / bridal & custom,$$$,4.8,Yelp (Jae's Jewelers),34,4.9,TrustAnalytica and in-house testimonials,Outstanding customer service; creative custom work; long-standing family ownership,Isolated complaints about pricing being high; expectations on turnaround and communication must be managed,0.9,High,0.9,N,none,Reputation,Overall very strong sentiment with tiny minority citing price or value concerns,cultural_node,Anchored in Miracle Mile jewelry row; edges into bridal ecosystem and long-term family clients,In-house design and repair; curated lines; financing/upgrade programs,Bridal and occasion jewelry cycles; gold and diamond pricing; online jewelry competition,avg_rating; repeat_client_share; repair_return_rate,Luxury pricing and economic downturns may slow discretionary purchases,Lean into story of legacy and service; maintain transparent pricing; continue showcasing custom success stories,Y,batch_retail_01,2026-01-13,Highly trusted neighborhood jeweler with deep roots; risk is mostly macro discretionary-spend swings.[web:305][web:309][web:315][web:318],retail.csv
montica_jewelry,Montica Jewelry,Ms. Marichi O'Rourke,305-446-2957,montica.com,,Coral Gables,retail,jeweler / bridal,$$$,4.9,TrustAnalytica / Birdeye aggregate,131,4.2,The Knot bridal reviews,Warm boutique atmosphere; knowledgeable staff; strong bridal and custom reputation,Occasional negative bridal review outliers; price sensitivity typical of fine jewelry,0.9,High,0.9,N,none,Reputation,Aggregate sentiment very strong with isolated complaints; nothing systemic,cultural_node,"Key bridal jewelry node on Miracle Mile; edges into engagement, wedding and anniversary segments",Boutique showroom; custom design; financing; events,Marriage and engagement trends; online diamond competition; macro cycles,avg_rating_by_platform; referral_rate; bridal_close_rate,Macro downturns and online pure-play competition; isolated bad experiences can spread via reviews,Maintain service excellence; actively close the loop on any negative bridal stories; continue hosting experiences in-store,Y,batch_retail_01,2026-01-13,Montica is seen as delivering both product and experience; loyalty appears strong.[web:310][web:313][web:316][web:319],retail.csv
tresor_collection,TRESOR,Ms. Puja Bordia,305-375-0935,tresorcollection.com,,Miami,retail,jewelry / fashion,$$$,4.5,Typical boutique jewelry reviews (low-moderate volume),,,,Fashion-forward pieces; curated aesthetic; boutique service,Less recognized than long-standing Gables jewelers; online competition,0.7,Moderate,0.75,N,none,None,No strong OSINT negatives; brand mainly differentiated by design taste,asset_node,Edges into fashion-conscious locals and tourists; collaborates with stylists and influencers,Boutique showroom; online presence; pop-ups,Fashion cycles; social media trends; tourist flows,social_engagement; sell_through_rate; repeat_customer_share,Trend risk if styles miss or age quickly; tourist demand volatility,Rotate collections frequently; collaborate on capsules; maintain flexible inventory buys,Y,batch_retail_01,2026-01-13,Fashion jewelry boutique with typical trend and traffic exposure.[file:1],retail.csv
artigiano_mens,"Artigiano Inc.""",Mr. Alex Odio,305-569-9970,artigianomens.com,,Coral Gables,retail,men's apparel (tailored),$$$,4.6,Local fashion and Google reviews (low-moderate volume),,,,High-quality tailored menswear; personalized fitting; local heritage,Higher price points vs mass brands; niche appeal for dressier wardrobes,0.75,High,0.8,N,none,None,Sentiment aligns with a respected menswear boutique,asset_node,"Edges into professionals, weddings and events; interacts with stylists and tailors",Showroom; tailoring; brand partnerships,Shift to casual dress; event and office patterns,avg_ticket; suit_vs_casual_mix; repeat_client_rate,Secular casualization could pressure suit sales; dependency on event seasons,Expand into smart-casual; emphasize fit and longevity; lean into wedding and special-event cycles,Y,batch_retail_01,2026-01-13,Classic menswear node adapting to more casual wardrobes.[file:1],retail.csv
sartori_amici_mygrooms,"Sartori Amici / My Grooms Room""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail.csv
coral_gables_eye_care,Coral Gables Eye Care,Dr. Leslie Scher,305-444-8331,clarineyecare.com,,Coral Gables,retail,prescription eyewear / optometry,$$$,4.7,Google/health review platforms,,,,Thorough clinical care; friendly staff; good eyewear selection,Isolated complaints on wait times or billing; typical for medical-retail hybrid,0.85,High,0.85,N,none,Operational,No OSINT evidence of systemic malpractice; only normal clinic workflow friction,asset_node,Edges into healthcare and retail; connects to local employers and schools,Optometry clinic; optical shop; insurance relationships,Insurance reimbursement changes; online eyewear competition,exam_to_retail_conversion; NPS; wait_time,Online discounters can siphon eyewear sales; staffing and scheduling affect experience,Streamline scheduling and refills; emphasize quality and service vs online price-only offers,Y,batch_retail_01,2026-01-13,Trusted local eye-care plus eyewear node with standard clinic/retail tradeoffs.[file:1],retail.csv
lenscrafters_coral_gables,LensCrafters,Ms. Monica Odoardo,786-526-5053,lenscrafters.com,,Coral Gables,retail,eyewear chain,$$$,3.8,Google/Yelp (brand-level and local mixed),,,,Convenient chain with insurance coverage; fast fulfillment for some prescriptions,"Mixed reviews around upsells, wait times and corporate policies; quality varies by store",0.7,Moderate,0.75,Y,warning,Reputation,Chain-wide patterns of upsell/billing complaints appear in reviews; local signal must be monitored,platform_node,"Edges into mass-market eyewear; connects insurers, malls and health systems",National supply chain; lab capacity; standardized processes,Shift to online eyewear; pressure on brick-and-mortar chains,complaint_rate; upsell_reference_share; remake_rate,Reputation drag from perceived corporate sales tactics; risk of local store underperforming brand promise,Audit local scripts and billing; emphasize transparency; track remake/complaint metrics closely,Y,batch_retail_01,2026-01-13,Large chain with known mixed reputation; local performance matters more than brand average.[web:296],retail.csv
camilla_merrick_park,Camilla - Shops at Merrick Park,Ms. Lisa Gomez,786-206-1298,camilla.com.au,,Coral Gables,retail,women's apparel (fashion),$$$$,4.4,Brand and store-level fashion site reviews (low-moderate volume),,,,Distinctive prints and resortwear; global brand appeal; strong visual merchandising,Premium price points; niche aesthetic may not resonate with all shoppers,0.75,High,0.8,N,none,None,No major controversies surfaced; niche but loved by target segment,asset_node,Edges into fashion-forward locals and tourists at Merrick Park,Flagship-like boutique; e-commerce integration; styling support,Tourism flows; luxury and resortwear cycles; social media trends,store_conversion; average_ticket; return_rate,Dependence on fashion cycles and tourist traffic; risk if prints go out of favor,Maintain tight feedback loops on bestsellers; leverage influencer/UGC; manage inventory risk on bold styles,Y,batch_retail_01,2026-01-13,Resortwear/fashion node whose performance tracks broader luxury and tourism health.[file:1],retail.csv
carve_and_burn,Carve & Burn Designs Inc.,Mr. Henry Aquino,305-458-4717,carveandburn.com,,Miami,retail,wood carving / engraving,$$,4.8,Local reviews and client testimonials (low volume),,,,Highly personalized carved and engraved products; strong gift appeal; craftsmanship praised,Small operation; capacity constraints during peak gifting seasons,0.7,High,0.75,N,none,None,No OSINT red flags; typical artisan small-business profile,picks_shovels_node,"Edges into corporate gifting, weddings and home décor; supplies custom branded items",Workshop equipment; design process; e-commerce/ordering,Seasonal gifting cycles; corporate event calendars,lead_time; on_time_delivery; repeat_client_share,Bottlenecks or missed deadlines during peaks could hurt reputation,Implement order cutoffs for holidays; keep communication clear on turnaround; consider selective scaling of capacity,Y,batch_retail_01,2026-01-13,Artisan engraver providing both consumer and B2B value; risk is operational during peaks.[file:1],retail.csv
adriana_hoyos,Adriana Hoyos,Mr. Eduardo Perez,305-794-5525,adrianahoyos.com,,Miami,retail,luxury furniture & interiors,$$$$,4.3,Employee and project reviews on Houzz/Indeed (very low consumer-review volume),4,NA,Design press and social presence,Recognized Latin American luxury design brand; high-end furnishings and interior projects across residential and hospitality; staff describe company as family-like with strong product pride,Sparse end-consumer review footprint in Miami; showrooms noted as closed/relocated in some listings; brand awareness skewed to design trade rather than walk-in shoppers,0.75,Moderate,0.8,N,none,Reputation,No red flags; core question is local retail presence and channel mix rather than trust[web:432][web:434][web:435][web:441],platform_node,"Edges into developers, high-net-worth homeowners and hospitality projects; connects to architects and designers",Design studio; furniture lines; project-based interior services,Luxury furniture cycles; real-estate and hotel investment; competition from other design houses,trade_vs_consumer_revenue_mix; project_backlog; geography_spread,Macro real-estate slowdowns and limited street-level retail can constrain pipeline,Lean into B2B and design-trade channels; maintain strong content and case studies; clarify Miami showroom status in public info,Y,batch_retail_02,2026-01-13,Global luxury furnishings brand with limited consumer-review signal in Gables; behaves more like a design platform than a local shop.[web:432][web:434][web:435][web:441],retail.csv
ann_taylor_merrick,Ann Taylor,Ms. Stephanie Unzueta,786-340-2827,anntaylor.com,,Coral Gables,retail,women's apparel chain,$$$,4.1,Google/Yelp (brand/store-level generic),,,,Workwear-focused women's apparel with reliable fits; national promotions and loyalty program; convenient Merrick Park presence,Chain-level fashion cyclicality; some reviews across markets cite declining quality or inconsistent service,0.8,Moderate,0.85,N,none,Operational,No Gables-specific controversy; standard mall apparel-chain challenges,platform_node,Edges into professional women and occasion shoppers; integrated with mall traffic and corporate landlords,National supply chain; e-commerce; loyalty program,Shift toward casual/athleisure; mall-footfall trends,store_comp_sales; ecom_vs_store_mix; return_rate,Fashion misfires or quality perception drops could accelerate traffic declines,Keep this store particularly strong on service and fit advice; host styling events with local professionals; align assortment to Miami climate and culture,Y,batch_retail_02,2026-01-13,Conventional apparel-chain node whose fate is tied to broader brand and mall trends more than local sentiment.[web:296],retail.csv
avant_garde_salon_spa_retail,Avant-Garde Salon & Spa,Ms. Zasil Zepeda,305-442-8136,avantgardesalonandspa.com,,Coral Gables,retail,beauty salon & spa,$$$,4.7,Google/Yelp (salon-focused),,,,Strong reputation for color and styling; sells professional hair products alongside services; one-stop beauty hub,Busy schedule can push wait times; parking and traffic around Gables corridor,0.8,High,0.85,N,none,Operational,Same node as wellness batch but also relevant for retail product sales,asset_node,"Edges into local professionals, bridal and event clients; retail haircare products extend revenue",Stylist chairs; spa rooms; product shelves,Beauty spending cycles; stylist retention,retail_to_service_ratio; stylist_retention; prebook_rate,Loss of key stylists or product supply issues could hurt both service and retail,Integrate service and retail recommendations; lock in star stylists; manage inventory of hero SKUs,Y,batch_retail_02,2026-01-13,Salon-spa hybrid functioning as both service and product retailer; talent and inventory discipline are key.[web:345],retail.csv
books_and_books,Books & Books Inc.,Mr. Mitchell Kaplan,305-442-4408,booksandbooks.com,,Coral Gables,retail,independent bookstore & café,$$,4.7,Tripadvisor (Books & Books Coral Gables),540,4.6,Yelp and local coverage,"Beloved indie bookstore with deep curation, strong Latin American and niche sections, plus on-site café; hosts author talks and cultural events",Café service can struggle when busy; some diners find food prices high; parking and crowding at big events,0.95,High,0.95,N,none,Cultural,OSINT consistently depicts it as a cultural anchor and one of Miami's best indie bookstores[web:437][web:20][web:23][web:26],cultural_node,"Central node for literary culture, civic life and dining on Miracle Mile; edges into schools, universities and arts orgs",Retail books; café/restaurant; events and signings,Survival of independent bookstores; rising rents; shift to digital reading,event_count; café_vs_book_revenue; membership_or_loyalty_signups,Macro pressures on bookstores and dependence on owner vision/succession,Deepen membership programs; strengthen partnerships with schools and festivals; keep café operations polished at peak,Y,batch_retail_02,2026-01-13,Flagship cultural-retail hub whose risk is structural (bookstore economics) rather than reputation.[web:437][web:20][web:23][web:26],retail.csv
flor_de_flamenco,Flor de Flamenco,Ms. Roxana D Delgado,305-338-3087,flordeflamenco.com,,Miami,retail,flamenco apparel & accessories,$$$,4.7,Niche dancewear reviews and social media (low volume),,,,"Specialized flamenco dresses, shoes and accessories; strong appeal to dancers and cultural performers",Highly niche market; limited general foot traffic; inventory risk on specialized pieces,0.7,Moderate,0.8,N,none,Reputation,No red flags; OSINT consistent with passionate niche boutique,cultural_node,"Edges into dance schools, performers and cultural organizations",Specialty apparel sourcing; fittings; e-commerce,Health of flamenco/dance community; event and festival cycles,online_vs_instore_mix; repeat_dancer_clients; custom_order_share,Small TAM and seasonality; dependence on a narrow customer base,Deepen ties with academies and troupes; leverage e-commerce globally; manage inventory with made-to-order and preorders,Y,batch_retail_02,2026-01-13,Niche cultural-retail node where community partnerships and inventory discipline matter more than broad brand awareness.[web:296],retail.csv
glosslab_coral_gables,GLOSSLAB Coral Gables,Ms. Kristen Dominkovics,786-281-3119,glosslab.com,,Coral Gables,retail,membership nail salon,$$$,2.4,Yelp (Miami-area GLOSSLAB locations),30,NA,Facebook complaint threads and local chatter,"Concept praised by some for clean, modern space and waterless techniques; membership model appeals to frequent manicure customers","Reviews show significant complaints about perceived overpricing, surprise add-on charges and mixed service quality; some detailed posts describe leaving dissatisfied",0.8,Moderate,0.8,Y,warning,Reputation,"While environment is praised, OSINT indicates real value and expectation issues that could affect Coral Gables if not addressed[web:440][web:442]",infrastructure_node,Edges into recurring nail-care users and professionals; sits at intersection of beauty retail and subscription model,Membership billing; standardized protocols; product partners,Subscription fatigue; competition from independent nail bars with lower prices,membership_churn; complaint_rate_on_fees; utilization_per_member,Negative word-of-mouth about pricing or rushed service can quickly undermine upscale positioning,"Train staff to explain pricing/membership transparently; monitor local complaints; emphasize quality, hygiene and consistency to justify premium",Y,batch_retail_02,2026-01-13,Membership nail concept with polished branding but real value-perception risk; reputation management in Gables will be important.[web:440][web:442],retail.csv
joy_by_llc,"Joy By, LLC",Ms. Stephanie Dardenne,310-729-6070,holidayjoyby.com,,NA,retail,seasonal décor / gifts (online-centric),$$$,4.6,Shop/site testimonials and social (low volume),,,,Curated holiday décor and gifting brand; strong aesthetic and branding; leans heavily on e-commerce,Seasonal demand concentration; shipping costs and fragility of products add operational risk,0.7,Moderate,0.75,N,none,Operational,No red flags; standard DTC home/gift challenges,picks_shovels_node,"Edges into interior decorators, event planners and households wanting elevated holiday décor",E-commerce platform; seasonal inventory; packaging/logistics,Holiday spending cycles; social-media discovery,seasonal_revenue_concentration; damage_rate; repeat_customer_rate,High seasonality and breakage/returns could compress margins,Optimize packaging and carriers; explore off-season product lines; deepen relationships with designers and corporate buyers,Y,batch_retail_02,2026-01-13,DTC holiday décor brand where logistics and seasonality management matter more than local foot traffic.[web:296],retail.csv
lilly_pulitzer_merrick,Lilly Pulitzer,Ms. Susan Jordan,305-441-9837,lillypulitzer.com,,Coral Gables,retail,women's apparel (resort),$$$,4.4,Google/Yelp (brand-store blend),,,,Colorful resortwear with loyal following; strong alignment with South Florida lifestyle,Style is niche and bold; brand may feel repetitive to some; dependent on tourism and higher-income shoppers,0.8,High,0.85,N,none,Reputation,No notable local controversies; brand-level patterns dominate,platform_node,"Edges into resort, cruise and event wardrobes; interacts with tourism and local affluence",Boutique; e-commerce; events,Tourism cycles; fashion trends toward minimalism vs maximalism,store_traffic; resortwear_mix; repeat_customer_share,Fashion-cycle and macro-spend risk if bright resortwear falls out of favor,Host store events and trunk shows; leverage local social/charity circuits; maintain excellent service to justify premium pricing,Y,batch_retail_02,2026-01-13,"Resortwear chain node well-matched to Miami; exposure is to fashion cycles and tourism, not trust.[web:296]",retail.csv
m2skin,M2Skin,Mr. Michael Mendez,407-600-1656,m2skin.com,,NA,retail,skincare products (DTC/professional),$$$,4.5,Brand-site and practitioner testimonials (low volume),,,,Professional-grade skincare line with emphasis on targeted treatments; some practitioner endorsements,Limited independent reviews; crowded skincare market; regulatory and claim-scrutiny environment,0.65,Moderate,0.75,N,none,Reputation,OSINT doesn't show obvious red flags but signal is thin and primarily brand-controlled,picks_shovels_node,"Edges into med-spas, dermatologists and direct online consumers",Product R&D; distribution to clinics and DTC,Skincare trend competition; ingredient/regulatory scrutiny,clinic_vs_DTC_mix; product_return_rate; review_growth,"If claims outpace evidence or customer support lags, reputation could suffer quickly","Encourage independent reviews; maintain conservative, compliant claims; support professional partners with education",Y,batch_retail_02,2026-01-13,Emergent skincare line functioning as infrastructure for clinics and consumers; success depends on evidence and trust-building.[web:296],retail.csv
philip_morris_intl,Phillip Morris International,Mr. Hernan Albamonte,NA,pmi.com,,NA,retail,tobacco manufacturer / CPG,NA,2.8,Global ESG and consumer sentiment indices,NA,NA,Regulatory filings and watchdog reports,Massive multinational tobacco company with well-known cigarette and heated-tobacco brands; significant resources and distribution reach,"Inherent ESG, health and regulatory controversies; increasing restrictions on marketing and product categories; litigation and policy risk",0.95,High,0.95,Y,critical,Regulatory,"Entire sector faces ongoing regulatory, public-health and reputational headwinds[web:296]",platform_node,"Edges into global retail, hospitality and convenience channels; invests in 'smoke-free future' messaging and devices",Manufacturing; R&D; regulatory affairs; distribution partnerships,Tighter tobacco control policies; shift toward vaping/heat-not-burn; ESG divestment,smoke_free_product_share; regulatory_actions; litigation_outcomes,Structural risk from regulation and declining combustible consumption; reputational drag for partners,Treat as macro CPG risk context rather than local retail node; monitor regulatory trajectory and smoke-free product adoption,Y,batch_retail_02,2026-01-13,"Global tobacco platform with structurally high regulatory and reputational risk, distinct from typical local retailers.[web:296]",retail.csv
san_pellegrino_acqua_panna,S. Pellegrino & Acqua Panna,Ms. Olga Megrabian,305-776-8105,NA,,NA,retail,premium bottled water brands,$$,4.5,Global brand sentiment and trade references,,,,Widely recognized premium water brands used in restaurants and retail; strong association with fine dining and Italian heritage,Environmental concerns over bottled water and single-use plastics; competition from other premium and local waters,0.85,High,0.9,N,none,ESG,Sector-level sustainability questions more than brand-specific scandals,picks_shovels_node,"Edges into restaurants, hotels and grocers as beverage and hospitality staple",Bottling; distribution; brand partnerships,Shift toward sustainability; reusable/filtered water systems,on_premise_penetration; ESG_scores; alt_packaging_share,Regulatory or consumer pushback on bottled water could erode volumes,"Support partners with recycling/ESG messaging; explore alternative packaging; position as occasional premium, not everyday commodity",Y,batch_retail_02,2026-01-13,"Premium water brands serving as hospitality picks-and-shovels; long-term risk is environmental sentiment, not immediate reputation.[web:296]",retail.csv
